No.,Time,Source,Destination,Protocol,Length,Info,Clasificacion_MLP,Clasificacion_RF,Confianza_MLP,Confianza_RF
1,0.0,fe80::906a:86ff:fe22:c2e1,ff02::fb,MDNS,312,"Standard query response 0x0000 PTR I1dSS1b8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.64.22 TXT, cache flush NSEC, cache flush I1dSS1b8n14AAA._FC9F5ED42C8A._tcp.local NSEC, cache flush Android_WUDZSO3F.local SRV, cache flush 0 0 53601 Android_WUDZSO3F.local AAAA, cache flush fe80::906a:86ff:fe22:c2e1",Posible Ataque,Posible Ataque,100.0%,100.0%
2,0.0,fe80::84bc:77ff:fe58:63bd,ff02::fb,MDNS,313,"Standard query response 0x0000 PTR I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_FOEAPPWU.local TXT, cache flush A, cache flush 10.157.67.156 NSEC, cache flush Android_FOEAPPWU.local NSEC, cache flush I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::84bc:77ff:fe58:63bd",Posible Ataque,Posible Ataque,100.0%,100.0%
3,0.0,10.157.70.11,224.0.0.251,MDNS,292,"Standard query response 0x0000 PTR I1BSU0f8n14AAA._FC9F5ED42C8A._tcp.local NSEC, cache flush I1BSU0f8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::8c33:feff:fe8d:5246 NSEC, cache flush Android_8YKDBOXU.local TXT, cache flush SRV, cache flush 0 0 53601 Android_8YKDBOXU.local A, cache flush 10.157.70.11",Sospechoso,Sospechoso,100.0%,100.0%
4,0.000505,HuiZhouGaosh_b2:23:05,Broadcast,ARP,56,Who has 10.157.70.117? Tell 10.157.65.92,Sospechoso,Sospechoso,100.0%,98.0%
5,0.000505,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.77? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,98.0%
6,0.000505,10.157.65.195,255.255.255.255,UDP,110,53943  >  24410 Len=68,Normal,Normal,100.0%,98.0%
7,0.001151,10.157.67.31,224.0.0.251,MDNS,292,"Standard query response 0x0000 PTR I1pKVDb8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::e4ff:adff:fe02:84a7 TXT, cache flush A, cache flush 10.157.67.31 NSEC, cache flush Android_WFQZ6944.local NSEC, cache flush I1pKVDb8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_WFQZ6944.local",Sospechoso,Sospechoso,100.0%,100.0%
8,0.001151,fe80::b4ae:daff:fe90:2b1d,ff02::fb,MDNS,312,"Standard query response 0x0000 PTR IzBLREH8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.65.36 NSEC, cache flush Android_CSZPVPTX.local AAAA, cache flush fe80::b4ae:daff:fe90:2b1d NSEC, cache flush IzBLREH8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_CSZPVPTX.local TXT, cache flush",Posible Ataque,Posible Ataque,100.0%,100.0%
9,0.001151,10.157.65.36,224.0.0.251,MDNS,292,"Standard query response 0x0000 PTR IzBLREH8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.65.36 NSEC, cache flush Android_CSZPVPTX.local AAAA, cache flush fe80::b4ae:daff:fe90:2b1d NSEC, cache flush IzBLREH8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_CSZPVPTX.local TXT, cache flush",Sospechoso,Sospechoso,100.0%,100.0%
10,0.001738,fe80::2c67:a9ff:fe52:4c1e,ff02::fb,MDNS,313,"Standard query response 0x0000 PTR IzVaOVL8n14AAA._FC9F5ED42C8A._tcp.local NSEC, cache flush Android_5V8OCUM5.local TXT, cache flush SRV, cache flush 0 0 53601 Android_5V8OCUM5.local NSEC, cache flush IzVaOVL8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.70.104 AAAA, cache flush fe80::2c67:a9ff:fe52:4c1e",Posible Ataque,Posible Ataque,100.0%,100.0%
11,0.001738,10.157.70.104,224.0.0.251,MDNS,293,"Standard query response 0x0000 PTR IzVaOVL8n14AAA._FC9F5ED42C8A._tcp.local NSEC, cache flush Android_5V8OCUM5.local TXT, cache flush SRV, cache flush 0 0 53601 Android_5V8OCUM5.local NSEC, cache flush IzVaOVL8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.70.104 AAAA, cache flush fe80::2c67:a9ff:fe52:4c1e",Sospechoso,Sospechoso,100.0%,100.0%
12,0.016526,10.157.66.26,8.8.8.8,TLSv1.2,244,Application Data,Normal,Normal,100.0%,100.0%
13,0.01663,10.157.66.26,8.8.8.8,TLSv1.2,244,Application Data,Normal,Normal,100.0%,100.0%
14,0.021975,8.8.8.8,10.157.66.26,TCP,56,443  >  54053 [ACK] Seq=1 Ack=191 Win=1042 Len=0,Normal,Normal,100.0%,100.0%
15,0.021975,8.8.8.8,10.157.66.26,TCP,56,443  >  54053 [ACK] Seq=1 Ack=381 Win=1042 Len=0,Normal,Normal,100.0%,100.0%
16,0.023287,10.157.66.26,52.123.247.76,UDP,80,51858  >  443 Len=38,Normal,Normal,100.0%,100.0%
17,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,160,Application Data,Normal,Normal,100.0%,100.0%
18,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,553,Application Data,Normal,Normal,100.0%,100.0%
19,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,85,Application Data,Normal,Normal,100.0%,100.0%
20,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,93,Application Data,Normal,Normal,100.0%,100.0%
21,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,137,Application Data,Normal,Normal,100.0%,100.0%
22,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,553,Application Data,Normal,Normal,100.0%,100.0%
23,0.023431,8.8.8.8,10.157.66.26,TLSv1.2,85,Application Data,Normal,Normal,100.0%,100.0%
24,0.023502,10.157.66.26,8.8.8.8,TCP,54,54053  >  443 [ACK] Seq=381 Ack=1289 Win=1020 Len=0,Normal,Normal,100.0%,100.0%
25,0.024231,10.157.66.26,8.8.8.8,TLSv1.2,93,Application Data,Normal,Normal,100.0%,100.0%
26,0.024581,10.157.66.26,142.251.132.165,TCP,66,60013  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,Normal,Normal,100.0%,100.0%
27,0.025979,150.171.30.11,10.157.66.26,TCP,1514,443  >  60765 [ACK] Seq=1 Ack=1 Win=16385 Len=1460 [TCP PDU reassembled in 31],Normal,Normal,100.0%,100.0%
28,0.025979,150.171.30.11,10.157.66.26,TCP,1514,443  >  60765 [ACK] Seq=1461 Ack=1 Win=16385 Len=1460 [TCP PDU reassembled in 31],Normal,Normal,100.0%,100.0%
29,0.025979,150.171.30.11,10.157.66.26,TCP,1514,443  >  60765 [ACK] Seq=2921 Ack=1 Win=16385 Len=1460 [TCP PDU reassembled in 31],Normal,Normal,100.0%,100.0%
30,0.025979,150.171.30.11,10.157.66.26,TCP,1514,443  >  60765 [ACK] Seq=4381 Ack=1 Win=16385 Len=1460 [TCP PDU reassembled in 31],Normal,Normal,100.0%,100.0%
31,0.025979,150.171.30.11,10.157.66.26,TLSv1.2,77,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",Normal,Normal,100.0%,100.0%
32,0.026117,10.157.66.26,150.171.30.11,TCP,54,60765  >  443 [ACK] Seq=1 Ack=5864 Win=1029 Len=0,Normal,Normal,100.0%,100.0%
33,0.029482,10.157.66.26,150.171.30.11,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Normal,Normal,100.0%,98.0%
34,0.030431,142.251.132.165,10.157.66.26,TCP,66,"443  >  60013 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",Normal,Normal,100.0%,100.0%
35,0.030517,10.157.66.26,142.251.132.165,TCP,54,60013  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0,Normal,Normal,100.0%,100.0%
36,0.031023,10.157.66.26,142.251.132.165,TLSv1.3,2234,Client Hello (SNI=mail.google.com),Normal,Normal,100.0%,96.0%
37,0.035408,8.8.8.8,10.157.66.26,TCP,56,443  >  54053 [ACK] Seq=1289 Ack=420 Win=1042 Len=0,Normal,Normal,100.0%,100.0%
38,0.054912,10.157.66.26,142.251.132.165,TCP,1466,"[TCP Retransmission] 60013  >  443 [PSH, ACK] Seq=769 Ack=1 Win=262400 Len=1412",Normal,Normal,100.0%,100.0%
39,0.05835,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=1 Ack=2181 Win=267520 Len=0,Normal,Normal,100.0%,100.0%
40,0.093891,52.123.247.76,10.157.66.26,UDP,1514,443  >  51858 Len=1472,Normal,Normal,100.0%,100.0%
41,0.102582,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.69.213? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,98.0%
42,0.102582,fe80::1889:8b49:ff80:39ed,ff02::2,ICMPv6,70,Router Solicitation from 50:3d:c6:39:47:78,Posible Ataque,Posible Ataque,100.0%,90.0%
43,0.102582,10.157.66.113,224.0.0.251,MDNS,355,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QU"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QU"" question PTR BRAVIA-VH1-165fe7164350cb39f9a37a1820a6d27c._googlecast._tcp.local PTR R3-9bfd3840f036f16eedfb48e984c3fede._googlecast._tcp.local PTR OneScreen-6364._googlecast._tcp.local PTR OneScreen-7828._googlecast._tcp.local PTR OneScreen-1294._googlecast._tcp.local PTR OneScreen-6786._googlecast._tcp.local PTR R3-9bfd3840f036f16eedfb48e984c3fede._googlecast._tcp.local PTR BRAVIA-VH1-165fe7164350cb39f9a37a1820a6d27c._googlecast._tcp.local",Sospechoso,Sospechoso,100.0%,98.0%
44,0.106876,142.251.132.165,10.157.66.26,TLSv1.3,1466,"Server Hello, Change Cipher Spec",Normal,Normal,100.0%,100.0%
45,0.106876,142.251.132.165,10.157.66.26,TLSv1.3,106,Application Data,Normal,Normal,100.0%,100.0%
46,0.107043,10.157.66.26,142.251.132.165,TCP,54,60013  >  443 [ACK] Seq=2181 Ack=1465 Win=262400 Len=0,Normal,Normal,100.0%,100.0%
47,0.10788,10.157.66.26,142.251.132.165,TLSv1.3,128,"Change Cipher Spec, Application Data",Normal,Normal,100.0%,100.0%
48,0.108204,10.157.66.26,142.251.132.165,TLSv1.3,146,Application Data,Normal,Normal,100.0%,100.0%
49,0.10858,10.157.66.26,142.251.132.165,TLSv1.3,4484,Application Data,Normal,Normal,100.0%,100.0%
50,0.108624,10.157.66.26,142.251.132.165,TLSv1.3,499,Application Data,Normal,Normal,100.0%,100.0%
51,0.110455,150.171.30.11,10.157.66.26,TLSv1.2,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Normal,Normal,100.0%,100.0%
52,0.110455,150.171.30.11,10.157.66.26,TLSv1.2,123,Application Data,Normal,Normal,100.0%,100.0%
53,0.110598,10.157.66.26,150.171.30.11,TCP,54,60765  >  443 [ACK] Seq=159 Ack=6275 Win=1027 Len=0,Normal,Normal,100.0%,100.0%
54,0.113976,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=1465 Ack=2255 Win=267520 Len=0,Normal,Normal,100.0%,100.0%
55,0.113976,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=1465 Ack=2347 Win=267520 Len=0,Normal,Normal,100.0%,100.0%
56,0.117586,10.157.66.26,8.8.4.4,QUIC,1292,"Initial, DCID=2e784241d201294b, PKN: 6, PING, PADDING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PADDING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING",Normal,Normal,100.0%,99.5%
57,0.117586,10.157.66.26,8.8.8.8,QUIC,1292,"Initial, DCID=3bd411b7b8fe6921, PKN: 6, PADDING, PING, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PING",Normal,Normal,100.0%,99.5%
58,0.123017,142.251.132.165,10.157.66.26,TLSv1.3,1014,"Application Data, Application Data",Normal,Normal,100.0%,100.0%
59,0.123017,142.251.132.165,10.157.66.26,TLSv1.3,85,Application Data,Normal,Normal,100.0%,100.0%
60,0.123017,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=2456 Ack=5171 Win=264704 Len=0,Normal,Normal,100.0%,100.0%
61,0.123017,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=2456 Ack=6777 Win=263168 Len=0,Normal,Normal,100.0%,100.0%
62,0.123165,10.157.66.26,142.251.132.165,TCP,54,60013  >  443 [ACK] Seq=7222 Ack=2456 Win=261632 Len=0,Normal,Normal,100.0%,100.0%
63,0.12373,10.157.66.26,142.251.132.165,TLSv1.3,85,Application Data,Normal,Normal,100.0%,100.0%
64,0.129182,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=2456 Ack=7222 Win=262912 Len=0,Normal,Normal,100.0%,100.0%
65,0.129182,142.251.132.165,10.157.66.26,TCP,85,"[TCP Spurious Retransmission] 443  >  60013 [PSH, ACK] Seq=2425 Ack=7222 Win=262912 Len=31",Normal,Normal,100.0%,100.0%
66,0.12927,10.157.66.26,142.251.132.165,TCP,66,[TCP Dup ACK 62#1] 60013  >  443 [ACK] Seq=7253 Ack=2456 Win=261632 Len=0 SLE=2425 SRE=2456,Normal,Normal,100.0%,100.0%
67,0.132734,10.157.66.26,52.123.247.76,UDP,80,51858  >  443 Len=38,Normal,Normal,100.0%,100.0%
68,0.135378,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=2456 Ack=7253 Win=262912 Len=0,Normal,Normal,100.0%,100.0%
69,0.204947,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.168? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,98.0%
70,0.204947,50:2e:91:92:3a:b6,Broadcast,ARP,56,Who has 10.157.68.101? Tell 10.157.67.144,Sospechoso,Sospechoso,100.0%,98.0%
71,0.204947,10.157.69.36,224.0.0.22,IGMPv3,56,Membership Report / Join group 224.0.0.251 for any sources,Sospechoso,Sospechoso,100.0%,100.0%
72,0.296112,142.251.132.165,10.157.66.26,TLSv1.3,1326,Application Data,Normal,Normal,100.0%,100.0%
73,0.296112,142.251.132.165,10.157.66.26,TLSv1.3,350,Application Data,Normal,Normal,100.0%,100.0%
74,0.296112,142.251.132.165,10.157.66.26,TLSv1.3,93,Application Data,Normal,Normal,100.0%,100.0%
75,0.29625,10.157.66.26,142.251.132.165,TCP,54,60013  >  443 [ACK] Seq=7253 Ack=4063 Win=262400 Len=0,Normal,Normal,100.0%,100.0%
76,0.297011,10.157.66.26,142.251.132.165,TLSv1.3,93,Application Data,Normal,Normal,100.0%,100.0%
77,0.302944,142.251.132.165,10.157.66.26,TCP,93,"[TCP Spurious Retransmission] 443  >  60013 [PSH, ACK] Seq=4024 Ack=7253 Win=262912 Len=39",Normal,Normal,100.0%,100.0%
78,0.302971,10.157.66.26,142.251.132.165,TCP,66,[TCP Dup ACK 75#1] 60013  >  443 [ACK] Seq=7292 Ack=4063 Win=262400 Len=0 SLE=4024 SRE=4063,Normal,Normal,100.0%,100.0%
79,0.307118,10.157.70.112,224.0.0.251,MDNS,954,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR MacBook Air de Walter._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 2E799FC03880@MacBook Air de Walter._raop._tcp.local SRV, cache flush 0 0 7000 MacBook-Air-de-Walter.local SRV, cache flush 0 0 7000 MacBook-Air-de-Walter.local AAAA, cache flush fe80::82b:4bd6:9efe:d112 A, cache flush 10.157.70.112 NSEC, cache flush MacBook Air de Walter._airplay._tcp.local NSEC, cache flush 2E799FC03880@MacBook Air de Walter._raop._tcp.local NSEC, cache flush MacBook-Air-de-Walter.local",Sospechoso,Sospechoso,99.9%,88.0%
80,0.307118,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.211? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
81,0.307736,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.64.195? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
82,0.307736,fe80::14ad:c68d:a992:d83,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Posible Ataque,Posible Ataque,100.0%,100.0%
83,0.307736,10.157.64.232,224.0.0.251,IGMPv2,56,Membership Report group 224.0.0.251,Sospechoso,Sospechoso,100.0%,92.0%
84,0.312581,142.251.132.165,10.157.66.26,TCP,56,443  >  60013 [ACK] Seq=4063 Ack=7292 Win=262912 Len=0,Normal,Normal,100.0%,98.5%
85,0.409769,10.157.64.26,239.255.255.250,SSDP,212,M-SEARCH * HTTP/1.1 ,Sospechoso,Sospechoso,99.0%,88.5%
86,0.409769,10.157.64.26,239.255.255.250,SSDP,212,M-SEARCH * HTTP/1.1 ,Sospechoso,Sospechoso,99.0%,88.5%
87,0.409769,10.157.64.232,224.0.0.251,MDNS,100,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question",Sospechoso,Sospechoso,100.0%,98.0%
88,0.410383,fe80::14ad:c68d:a992:d83,ff02::fb,MDNS,120,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question",Posible Ataque,Posible Ataque,100.0%,100.0%
89,0.513554,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.65.106? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
90,0.626975,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.69.185? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
91,0.626975,10.157.68.164,224.0.0.251,MDNS,100,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question",Sospechoso,Sospechoso,100.0%,99.8%
92,0.626975,fe80::140e:d2a5:4792:23db,ff02::fb,MDNS,120,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question",Posible Ataque,Posible Ataque,100.0%,100.0%
93,0.727948,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.184? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
94,0.727948,10.157.65.239,224.0.0.251,MDNS,145,"Standard query 0x0000 ANY D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local, ""QM"" question SRV 0 0 51040 es-D43D52499B68.local",Sospechoso,Sospechoso,100.0%,99.8%
95,0.727948,HuiZhouGaosh_b2:23:05,Broadcast,ARP,56,Who has 10.157.70.117? Tell 10.157.65.92,Sospechoso,Sospechoso,100.0%,99.5%
96,0.727948,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.66.115? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
97,0.830152,fe80::1ca6:1972:1544:7a26,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Posible Ataque,Posible Ataque,100.0%,100.0%
98,0.830152,10.157.70.237,224.0.0.251,MDNS,488,"Standard query response 0x0000 PTR, cache flush Android_XGM58TO1.local AAAA, cache flush fe80::c481:66ff:fed7:99c5 PTR, cache flush Android_XGM58TO1.local A, cache flush 10.157.70.237 PTR I1dKV1H8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_XGM58TO1.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 5.C.9.9.7.D.E.F.F.F.6.6.1.8.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_XGM58TO1.local NSEC, cache flush 237.70.157.10.in-addr.arpa NSEC, cache flush I1dKV1H8n14AAA._FC9F5ED42C8A._tcp.local",Sospechoso,Sospechoso,100.0%,99.8%
99,0.830152,fe80::c481:66ff:fed7:99c5,ff02::fb,MDNS,508,"Standard query response 0x0000 PTR, cache flush Android_XGM58TO1.local AAAA, cache flush fe80::c481:66ff:fed7:99c5 PTR, cache flush Android_XGM58TO1.local A, cache flush 10.157.70.237 PTR I1dKV1H8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_XGM58TO1.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush 5.C.9.9.7.D.E.F.F.F.6.6.1.8.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_XGM58TO1.local NSEC, cache flush 237.70.157.10.in-addr.arpa NSEC, cache flush I1dKV1H8n14AAA._FC9F5ED42C8A._tcp.local",Posible Ataque,Posible Ataque,100.0%,100.0%
100,0.932949,10.157.65.239,224.0.0.251,MDNS,145,"Standard query 0x0000 ANY D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local, ""QM"" question SRV 0 0 51040 es-D43D52499B68.local",Sospechoso,Sospechoso,100.0%,99.8%
101,0.932949,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.64.64? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
102,0.932949,10.157.71.67,224.0.0.251,MDNS,84,"Standard query 0x7dea PTR _FC9F5ED42C8A._tcp.local, ""QM"" question",Sospechoso,Sospechoso,100.0%,99.8%
103,0.932949,fe80::44be:a122:8204:3c29,ff02::fb,MDNS,104,"Standard query 0x7dea PTR _FC9F5ED42C8A._tcp.local, ""QM"" question",Posible Ataque,Posible Ataque,100.0%,100.0%
104,0.933543,10.157.71.67,224.0.0.251,MDNS,84,"Standard query 0xd98c PTR _FC9F5ED42C8A._tcp.local, ""QM"" question",Sospechoso,Sospechoso,100.0%,99.8%
105,0.933543,fe80::44be:a122:8204:3c29,ff02::fb,MDNS,104,"Standard query 0xd98c PTR _FC9F5ED42C8A._tcp.local, ""QM"" question",Posible Ataque,Posible Ataque,100.0%,100.0%
106,0.933543,10.157.71.63,224.0.0.22,IGMPv3,56,Membership Report / Leave group 224.0.0.251,Sospechoso,Sospechoso,100.0%,100.0%
107,0.934122,fe80::9c78:d5ff:fedf:2bbe,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,Posible Ataque,Posible Ataque,100.0%,100.0%
108,0.979437,10.157.66.26,163.70.152.60,XMPP/XML,124,UNKNOWN PACKET ,Normal,Normal,100.0%,98.2%
109,0.998341,163.70.152.60,10.157.66.26,TCP,56,5222  >  57224 [ACK] Seq=1 Ack=71 Win=304 Len=0,Normal,Normal,100.0%,98.5%
110,1.024194,10.157.71.209,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR IzBXRVX8n14AAA._FC9F5ED42C8A._tcp.local SRV 0 0 10631 Laptop-Sergio.local TXT A 10.157.71.209 AAAA fe80::a305:79e1:b3c4:d48b,Sospechoso,Sospechoso,100.0%,99.8%
111,1.024194,fe80::a305:79e1:b3c4:d48b,ff02::fb,MDNS,330,Standard query response 0x0000 PTR IzBXRVX8n14AAA._FC9F5ED42C8A._tcp.local SRV 0 0 10631 Laptop-Sergio.local TXT A 10.157.71.209 AAAA fe80::a305:79e1:b3c4:d48b,Posible Ataque,Posible Ataque,100.0%,100.0%
112,1.024194,10.157.65.195,255.255.255.255,UDP,110,53944  >  24410 Len=68,Normal,Normal,100.0%,98.2%
113,1.025004,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.67.77? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
114,1.025004,10.157.71.236,224.0.0.251,MDNS,293,"Standard query response 0x0000 PTR I1JISlH8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::8bc:c8ff:fe90:5957 A, cache flush 10.157.71.236 NSEC, cache flush Android_EZ32VWYW.local SRV, cache flush 0 0 53601 Android_EZ32VWYW.local NSEC, cache flush I1JISlH8n14AAA._FC9F5ED42C8A._tcp.local TXT, cache flush",Sospechoso,Sospechoso,100.0%,99.8%
115,1.025301,10.157.67.156,224.0.0.251,MDNS,293,"Standard query response 0x0000 PTR I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_FOEAPPWU.local TXT, cache flush A, cache flush 10.157.67.156 NSEC, cache flush Android_FOEAPPWU.local NSEC, cache flush I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::84bc:77ff:fe58:63bd",Sospechoso,Sospechoso,100.0%,99.8%
116,1.080215,163.70.152.60,10.157.66.26,TCP,126,"5222  >  57224 [PSH, ACK] Seq=1 Ack=71 Win=304 Len=72 [TCP PDU reassembled in 11577]",Normal,Normal,100.0%,98.2%
117,1.12739,fe80::82b:4bd6:9efe:d112,ff02::2,ICMPv6,70,Router Solicitation from 52:52:b5:1b:7b:7b,Posible Ataque,Posible Ataque,100.0%,90.0%
118,1.12739,fe80::8bc:c8ff:fe90:5957,ff02::fb,MDNS,313,"Standard query response 0x0000 PTR I1JISlH8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::8bc:c8ff:fe90:5957 A, cache flush 10.157.71.236 NSEC, cache flush Android_EZ32VWYW.local SRV, cache flush 0 0 53601 Android_EZ32VWYW.local NSEC, cache flush I1JISlH8n14AAA._FC9F5ED42C8A._tcp.local TXT, cache flush",Posible Ataque,Posible Ataque,100.0%,100.0%
119,1.12739,Sophos_fc:00:09,Broadcast,ARP,56,Who has 10.157.69.213? Tell 10.157.64.1,Sospechoso,Sospechoso,100.0%,99.5%
120,1.12739,fe80::906a:86ff:fe22:c2e1,ff02::fb,MDNS,312,"Standard query response 0x0000 PTR I1dSS1b8n14AAA._FC9F5ED42C8A._tcp.local A, cache flush 10.157.64.22 TXT, cache flush NSEC, cache flush I1dSS1b8n14AAA._FC9F5ED42C8A._tcp.local NSEC, cache flush Android_WUDZSO3F.local SRV, cache flush 0 0 53601 Android_WUDZSO3F.local AAAA, cache flush fe80::906a:86ff:fe22:c2e1",Posible Ataque,Posible Ataque,100.0%,100.0%
121,1.127909,fe80::84bc:77ff:fe58:63bd,ff02::fb,MDNS,313,"Standard query response 0x0000 PTR I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_FOEAPPWU.local TXT, cache flush A, cache flush 10.157.67.156 NSEC, cache flush Android_FOEAPPWU.local NSEC, cache flush I0U1S1L8n14AAA._FC9F5ED42C8A._tcp.local AAAA, cache flush fe80::84bc:77ff:fe58:63bd",Posible Ataque,Posible Ataque,100.0%,100.0%
122,1.127909,10.157.65.239,224.0.0.251,MDNS,145,"Standard query 0x0000 ANY D4:3D:52:49:9B:68@OneScreen-6786._raop._tcp.local, ""QM"" question SRV 0 0 51040 es-D43D52499B68.local",Sospechoso,Sospechoso,100.0%,99.8%
123,1.133097,10.157.66.26,163.70.152.60,TCP,54,57224  >  5222 [ACK] Seq=71 Ack=73 Win=1026 Len=0,Normal,Normal,100.0%,100.0%
124,1.199023,10.157.66.26,2.19.172.145,TLSv1.2,1237,Application Data,Normal,Normal,100.0%,100.0%
125,1.208916,2.19.172.145,10.157.66.26,TCP,1514,443  >  50089 [ACK] Seq=1 Ack=1184 Win=620 Len=1460 [TCP PDU reassembled in 136],Normal,Normal,100.0%,100.0%
